country_name,year,population
Holy See,2022,"84,519"
Holy See,2021,"84,263"
Holy See,2020,"84,046"
Holy See,2019,"83,933"
Holy See,2018,"83,775"
Holy See,2017,"83,580"
Holy See,2016,"83,450"
Holy See,2015,"83,593"
Holy See,2010,"83,828"
Holy See,2005,"79,415"
Holy See,2000,"75,562"
Holy See,1995,"71,454"
Holy See,1990,"68,865"
Holy See,1985,"64,376"
Holy See,1980,"64,022"
Holy See,1975,"59,949"
Holy See,2024,"94,816"
Holy See,2023,"94,298"
Holy See,2022,"93,763"
Holy See,2020,"92,664"
Holy See,2015,"89,941"
Holy See,2010,"85,695"
Holy See,2005,"79,869"
Holy See,2000,"75,055"
Holy See,1995,"68,398"
Holy See,1990,"63,328"
Holy See,1985,"65,048"
Holy See,1980,"64,889"
Holy See,1975,"64,035"
Holy See,1970,"64,517"
Holy See,1965,"59,644"
Holy See,1960,"55,342"
Holy See,1955,"50,264"
Holy See,1970,"55,298"
Holy See,1965,"50,057"
Holy See,1960,"48,793"
Holy See,1955,"52,283"
Holy See,2024,"98,055"
Holy See,2023,"98,750"
Holy See,2022,"99,465"
Holy See,2020,"100,442"
Holy See,2015,"102,803"
Holy See,2010,"106,142"
Holy See,2005,"106,481"
Holy See,2000,"108,185"
Holy See,1995,"103,454"
Holy See,1990,"100,685"
Holy See,1985,"101,912"
Holy See,1980,"96,640"
Holy See,1975,"81,368"
Holy See,1970,"63,446"
Holy See,1965,"46,283"
Holy See,1960,"32,861"
Holy See,1955,"29,303"
Holy See,2024,"103,683"
Holy See,2023,"103,698"
Holy See,2022,"103,948"
Holy See,2020,"104,632"
Holy See,2015,"106,482"
Holy See,2010,"109,308"
Holy See,2005,"112,043"
Holy See,2000,"113,813"
Holy See,1995,"114,174"
Holy See,1990,"112,487"
Holy See,1985,"110,906"
Holy See,1980,"107,480"
Holy See,1975,"103,879"
Holy See,1970,"98,459"
Holy See,1965,"91,495"
Holy See,1960,"84,141"
Holy See,1955,"71,822"
Holy See,2024,"106,177"
Holy See,2023,"106,277"
Holy See,2022,"106,445"
Holy See,2020,"106,585"
Holy See,2015,"104,257"
Holy See,2010,"100,341"
Holy See,2005,"94,483"
Holy See,2000,"89,101"
Holy See,1995,"77,050"
Holy See,1990,"65,712"
Holy See,1985,"64,478"
Holy See,1980,"62,267"
Holy See,1975,"60,715"
Holy See,1970,"59,106"
Holy See,1965,"58,782"
Holy See,1960,"54,608"
Holy See,1955,"46,464"
Holy See,2024,"108,683"
Holy See,2023,"107,773"
Holy See,2022,"106,858"
Holy See,2020,"105,254"
Holy See,2015,"106,122"
Holy See,2010,"107,383"
Holy See,2005,"105,633"
Holy See,2000,"102,603"
Holy See,1995,"99,977"
Holy See,1990,"98,727"
Holy See,1985,"97,055"
Holy See,1980,"96,708"
Holy See,1975,"93,477"
Holy See,1970,"86,484"
Holy See,1965,"77,686"
Holy See,1960,"67,428"
Holy See,1955,"58,024"
Holy See,2024,"135,763"
Holy See,2023,"133,515"
Holy See,2022,"131,232"
Holy See,2020,"126,463"
Holy See,2015,"116,707"
Holy See,2010,"107,995"
Holy See,2005,"98,164"
Holy See,2000,"88,826"
Holy See,1995,"81,481"
Holy See,1990,"75,124"
Holy See,1985,"66,708"
Holy See,1980,"60,813"
Holy See,1975,"60,675"
Holy See,1970,"57,437"
Holy See,1965,"53,444"
Holy See,1960,"47,093"
Holy See,1955,"42,008"
Holy See,2024,"174,114"
Holy See,2023,"172,952"
Holy See,2022,"171,774"
Holy See,2020,"169,231"
Holy See,2015,"167,978"
Holy See,2010,"164,905"
Holy See,2005,"164,430"
Holy See,2000,"160,188"
Holy See,1995,"150,094"
Holy See,1990,"138,263"
Holy See,1985,"124,675"
Holy See,1980,"110,286"
Holy See,1975,"99,478"
Holy See,1970,"88,300"
Holy See,1965,"80,255"
Holy See,1960,"72,374"
Holy See,1955,"65,977"
Holy See,2024,"180,805"
Holy See,2023,"180,251"
Holy See,2022,"179,857"
Holy See,2020,"179,237"
Holy See,2015,"175,623"
Holy See,2010,"170,935"
Holy See,2005,"165,386"
Holy See,2000,"159,500"
Holy See,1995,"152,348"
Holy See,1990,"142,301"
Holy See,1985,"132,751"
Holy See,1980,"121,633"
Holy See,1975,"111,497"
Holy See,1970,"103,090"
Holy See,1965,"97,024"
Holy See,1960,"91,614"
Holy See,1955,"88,463"
Holy See,2024,"192,965"
Holy See,2023,"192,077"
Holy See,2022,"191,163"
Holy See,2020,"189,288"
Holy See,2015,"169,572"
Holy See,2010,"159,380"
Holy See,2005,"147,263"
Holy See,2000,"141,424"
Holy See,1995,"150,592"
Holy See,1990,"155,446"
Holy See,1985,"156,639"
Holy See,1980,"156,851"
Holy See,1975,"155,151"
Holy See,1970,"150,385"
Holy See,1965,"141,049"
Holy See,1960,"131,274"
Holy See,1955,"114,659"
Holy See,2024,"108,263"
Holy See,2023,"107,660"
Holy See,2022,"107,118"
Holy See,2020,"105,530"
Holy See,2015,"99,240"
Holy See,2010,"92,409"
Holy See,2005,"85,883"
Holy See,2000,"80,060"
Holy See,1995,"74,735"
Holy See,1990,"71,057"
Holy See,1985,"67,833"
Holy See,1980,"65,290"
Holy See,1975,"60,943"
Holy See,1970,"54,379"
Holy See,1965,"48,123"
Holy See,1960,"43,167"
Holy See,1955,"39,788"
Holy See,2024,"126,887"
Holy See,2023,"126,183"
Holy See,2022,"125,438"
Holy See,2020,"123,663"
Holy See,2015,"118,980"
Holy See,2010,"114,039"
Holy See,2005,"110,254"
Holy See,2000,"107,432"
Holy See,1995,"104,060"
Holy See,1990,"99,047"
Holy See,1985,"100,576"
Holy See,1980,"94,838"
Holy See,1975,"97,165"
Holy See,1970,"98,794"
Holy See,1965,"98,226"
Holy See,1960,"93,772"
Holy See,1955,"82,656"
Holy See,2024,"228,966"
Holy See,2023,"225,681"
Holy See,2022,"222,382"
Holy See,2020,"214,929"
Holy See,2015,"203,571"
Holy See,2010,"194,672"
Holy See,2005,"188,626"
Holy See,2000,"184,008"
Holy See,1995,"174,902"
Holy See,1990,"168,186"
Holy See,1985,"166,517"
Holy See,1980,"164,905"
Holy See,1975,"155,263"
Holy See,1970,"142,771"
Holy See,1965,"129,789"
Holy See,1960,"113,335"
Holy See,1955,"98,037"
Holy See,2024,"236,381"
Holy See,2023,"231,856"
Holy See,2022,"227,380"
Holy See,2020,"218,641"
Holy See,2015,"201,124"
Holy See,2010,"182,138"
Holy See,2005,"161,680"
Holy See,2000,"143,714"
Holy See,1995,"133,077"
Holy See,1990,"120,343"
Holy See,1985,"106,607"
Holy See,1980,"97,210"
Holy See,1975,"86,037"
Holy See,1970,"77,583"
Holy See,1965,"71,730"
Holy See,1960,"68,038"
Holy See,1955,"65,300"
Holy See,2024,"282,309"
Holy See,2023,"281,995"
Holy See,2022,"281,635"
Holy See,2020,"280,693"
Holy See,2015,"278,083"
Holy See,2010,"274,711"
Holy See,2005,"269,477"
Holy See,2000,"264,657"
Holy See,1995,"262,303"
Holy See,1990,"258,868"
Holy See,1985,"257,911"
Holy See,1980,"253,575"
Holy See,1975,"247,090"
Holy See,1970,"241,397"
Holy See,1965,"237,694"
Holy See,1960,"232,550"
Holy See,1955,"227,320"
Holy See,2024,"295,966"
Holy See,2023,"292,991"
Holy See,2022,"289,950"
Holy See,2020,"286,403"
Holy See,2015,"283,032"
Holy See,2010,"261,426"
Holy See,2005,"242,141"
Holy See,2000,"221,537"
Holy See,1995,"199,701"
Holy See,1990,"177,264"
Holy See,1985,"159,702"
Holy See,1980,"148,599"
Holy See,1975,"136,601"
Holy See,1970,"110,982"
Holy See,1965,"94,803"
Holy See,1960,"81,236"
Holy See,1955,"69,989"
Holy See,2024,"311,383"
Holy See,2023,"308,872"
Holy See,2022,"306,279"
Holy See,2020,"301,920"
Holy See,2015,"291,787"
Holy See,2010,"283,788"
Holy See,2005,"271,060"
Holy See,2000,"250,927"
Holy See,1995,"231,446"
Holy See,1990,"211,089"
Holy See,1985,"187,578"
Holy See,1980,"163,591"
Holy See,1975,"139,833"
Holy See,1970,"117,891"
Holy See,1965,"98,674"
Holy See,1960,"84,851"
Holy See,1955,"74,475"
Holy See,2024,"319,796"
Holy See,2023,"312,155"
Holy See,2022,"304,557"
Holy See,2020,"290,969"
Holy See,2015,"257,026"
Holy See,2010,"228,453"
Holy See,2005,"201,259"
Holy See,2000,"164,351"
Holy See,1995,"137,183"
Holy See,1990,"113,931"
Holy See,1985,"86,931"
Holy See,1980,"66,825"
Holy See,1975,"54,347"
Holy See,1970,"46,484"
Holy See,1965,"38,946"
Holy See,1960,"31,125"
Holy See,1955,"25,456"
Holy See,2024,"345,996"
Holy See,2023,"335,995"
Holy See,2022,"326,101"
Holy See,2020,"305,587"
Holy See,2015,"249,545"
Holy See,2010,"211,786"
Holy See,2005,"187,142"
Holy See,2000,"159,215"
Holy See,1995,"124,941"
Holy See,1990,"92,659"
Holy See,1985,"68,287"
Holy See,1980,"52,233"
Holy See,1975,"42,097"
Holy See,1970,"35,383"
Holy See,1965,"30,165"
Holy See,1960,"26,165"
Holy See,1955,"22,942"
Holy See,2024,"342,325"
Holy See,2023,"334,506"
Holy See,2022,"326,740"
Holy See,2020,"311,685"
Holy See,2015,"276,438"
Holy See,2010,"245,453"
Holy See,2005,"217,632"
Holy See,2000,"192,074"
Holy See,1995,"170,612"
Holy See,1990,"150,882"
Holy See,1985,"133,119"
Holy See,1980,"118,156"
Holy See,1975,"102,010"
Holy See,1970,"87,019"
Holy See,1965,"74,677"
Holy See,1960,"64,608"
Holy See,1955,"56,770"
Holy See,2024,"377,689"
Holy See,2023,"375,318"
Holy See,2022,"372,899"
Holy See,2020,"366,669"
Holy See,2015,"331,060"
Holy See,2010,"318,333"
Holy See,2005,"297,029"
Holy See,2000,"281,462"
Holy See,1995,"267,681"
Holy See,1990,"255,019"
Holy See,1985,"241,577"
Holy See,1980,"228,263"
Holy See,1975,"218,070"
Holy See,1970,"204,468"
Holy See,1965,"192,309"
Holy See,1960,"175,566"
Holy See,1955,"157,735"
Holy See,2024,"366,416"
Holy See,2023,"366,981"
Holy See,2022,"367,507"
Holy See,2020,"370,391"
Holy See,2015,"383,515"
Holy See,2010,"392,181"
Holy See,2005,"400,370"
Holy See,2000,"432,543"
Holy See,1995,"409,942"
Holy See,1990,"374,271"
Holy See,1985,"348,728"
Holy See,1980,"333,786"
Holy See,1975,"328,795"
Holy See,1970,"326,428"
Holy See,1965,"313,791"
Holy See,1960,"290,092"
Holy See,1955,"262,164"
Holy See,2024,"416,656"
Holy See,2023,"410,825"
Holy See,2022,"405,272"
Holy See,2020,"394,921"
Holy See,2015,"359,871"
Holy See,2010,"322,106"
Holy See,2005,"280,375"
Holy See,2000,"240,406"
Holy See,1995,"203,556"
Holy See,1990,"182,589"
Holy See,1985,"163,436"
Holy See,1980,"145,133"
Holy See,1975,"130,801"
Holy See,1970,"120,905"
Holy See,1965,"104,838"
Holy See,1960,"91,403"
Holy See,1955,"79,986"
Holy See,2024,"396,346"
Holy See,2023,"395,839"
Holy See,2022,"395,752"
Holy See,2020,"395,642"
Holy See,2015,"399,089"
Holy See,2010,"403,072"
Holy See,2005,"403,233"
Holy See,2000,"424,067"
Holy See,1995,"413,935"
Holy See,1990,"391,951"
Holy See,1985,"357,844"
Holy See,1980,"334,234"
Holy See,1975,"324,878"
Holy See,1970,"318,310"
Holy See,1965,"303,438"
Holy See,1960,"276,976"
Holy See,1955,"242,576"
Holy See,2024,"415,223"
Holy See,2023,"412,623"
Holy See,2022,"409,984"
Holy See,2020,"406,471"
Holy See,2015,"392,697"
Holy See,2010,"373,272"
Holy See,2005,"347,804"
Holy See,2000,"325,014"
Holy See,1995,"299,554"
Holy See,1990,"270,679"
Holy See,1985,"245,935"
Holy See,1980,"223,752"
Holy See,1975,"201,881"
Holy See,1970,"179,129"
Holy See,1965,"144,849"
Holy See,1960,"114,500"
Holy See,1955,"92,444"
Holy See,2024,"455,858"
Holy See,2023,"452,524"
Holy See,2022,"449,002"
Holy See,2020,"441,725"
Holy See,2015,"421,437"
Holy See,2010,"396,053"
Holy See,2005,"366,717"
Holy See,2000,"333,926"
Holy See,1995,"299,097"
Holy See,1990,"261,928"
Holy See,1985,"222,119"
Holy See,1980,"187,921"
Holy See,1975,"159,653"
Holy See,1970,"133,343"
Holy See,1965,"107,686"
Holy See,1960,"85,346"
Holy See,1955,"64,267"
Holy See,2024,"536,740"
Holy See,2023,"535,064"
Holy See,2022,"533,286"
Holy See,2020,"515,358"
Holy See,2015,"456,579"
Holy See,2010,"418,755"
Holy See,2005,"410,208"
Holy See,2000,"399,212"
Holy See,1995,"381,849"
Holy See,1990,"365,392"
Holy See,1985,"349,118"
Holy See,1980,"333,587"
Holy See,1975,"319,619"
Holy See,1970,"315,414"
Holy See,1965,"326,401"
Holy See,1960,"337,628"
Holy See,1955,"323,596"
Holy See,2024,"517,887"
Holy See,2023,"521,021"
Holy See,2022,"523,787"
Holy See,2020,"514,438"
Holy See,2015,"435,582"
Holy See,2010,"361,575"
Holy See,2005,"307,018"
Holy See,2000,"282,507"
Holy See,1995,"258,208"
Holy See,1990,"224,957"
Holy See,1985,"190,383"
Holy See,1980,"164,887"
Holy See,1975,"143,126"
Holy See,1970,"123,243"
Holy See,1965,"104,566"
Holy See,1960,"91,650"
Holy See,1955,"81,823"
Holy See,2020,"531,088"
Holy See,2015,"524,049"
Holy See,2010,"516,770"
Holy See,2005,"527,045"
Holy See,2000,"525,386"
Holy See,1995,"468,846"
Holy See,1990,"430,931"
Holy See,1985,"372,310"
Holy See,1980,"316,885"
Holy See,1975,"289,396"
Holy See,1970,"256,866"
Holy See,1965,"229,207"
Holy See,1960,"200,558"
Holy See,1955,"178,572"
Holy See,2024,"598,385"
Holy See,2023,"587,259"
Holy See,2022,"575,986"
Holy See,2020,"556,048"
Holy See,2015,"491,824"
Holy See,2010,"413,296"
Holy See,2005,"339,187"
Holy See,2000,"270,375"
Holy See,1995,"208,381"
Holy See,1990,"178,529"
Holy See,1985,"150,190"
Holy See,1980,"116,775"
Holy See,1975,"66,865"
Holy See,1970,"76,371"
Holy See,1965,"51,206"
Holy See,1960,"33,023"
Holy See,1955,"20,690"
Holy See,2024,"604,461"
Holy See,2023,"598,682"
Holy See,2022,"593,149"
Holy See,2020,"582,640"
Holy See,2015,"552,166"
Holy See,2010,"521,212"
Holy See,2005,"492,827"
Holy See,2000,"458,251"
Holy See,1995,"411,382"
Holy See,1990,"364,563"
Holy See,1985,"339,874"
Holy See,1980,"317,234"
Holy See,1975,"304,375"
Holy See,1970,"287,262"
Holy See,1965,"244,156"
Holy See,1960,"209,849"
Holy See,1955,"195,389"
Holy See,2024,"628,785"
Holy See,2023,"623,236"
Holy See,2022,"618,040"
Holy See,2020,"607,065"
Holy See,2015,"575,475"
Holy See,2010,"546,080"
Holy See,2005,"516,220"
Holy See,2000,"478,998"
Holy See,1995,"434,490"
Holy See,1990,"412,756"
Holy See,1985,"387,171"
Holy See,1980,"375,112"
Holy See,1975,"392,137"
Holy See,1970,"379,918"
Holy See,1965,"321,069"
Holy See,1960,"268,396"
Holy See,1955,"227,145"
Holy See,2024,"626,102"
Holy See,2023,"626,485"
Holy See,2022,"627,082"
Holy See,2020,"629,048"
Holy See,2015,"633,966"
Holy See,2010,"631,044"
Holy See,2005,"632,875"
Holy See,2000,"633,324"
Holy See,1995,"632,066"
Holy See,1990,"621,442"
Holy See,1985,"604,622"
Holy See,1980,"589,324"
Holy See,1975,"559,279"
Holy See,1970,"530,268"
Holy See,1965,"503,188"
Holy See,1960,"473,046"
Holy See,1955,"441,379"
Holy See,2024,"661,594"
Holy See,2023,"654,768"
Holy See,2022,"647,599"
Holy See,2020,"630,399"
Holy See,2015,"569,408"
Holy See,2010,"507,070"
Holy See,2005,"464,860"
Holy See,2000,"435,628"
Holy See,1995,"407,635"
Holy See,1990,"381,267"
Holy See,1985,"366,466"
Holy See,1980,"363,741"
Holy See,1975,"353,666"
Holy See,1970,"339,342"
Holy See,1965,"329,794"
Holy See,1960,"314,168"
Holy See,1955,"305,514"
Holy See,2024,"756,673"
Holy See,2023,"740,424"
Holy See,2022,"724,273"
Holy See,2020,"691,191"
Holy See,2015,"612,660"
Holy See,2010,"540,394"
Holy See,2005,"482,486"
Holy See,2000,"429,978"
Holy See,1995,"375,189"
Holy See,1990,"324,171"
Holy See,1985,"277,158"
Holy See,1980,"233,668"
Holy See,1975,"197,853"
Holy See,1970,"172,833"
Holy See,1965,"151,495"
Holy See,1960,"133,440"
Holy See,1955,"117,314"
Holy See,2024,"713,082"
Holy See,2023,"704,149"
Holy See,2022,"695,168"
Holy See,2020,"676,283"
Holy See,2015,"615,239"
Holy See,2010,"557,297"
Holy See,2005,"488,619"
Holy See,2000,"431,896"
Holy See,1995,"396,641"
Holy See,1990,"350,227"
Holy See,1985,"287,700"
Holy See,1980,"245,332"
Holy See,1975,"246,919"
Holy See,1970,"247,284"
Holy See,1965,"209,278"
Holy See,1960,"177,014"
Holy See,1955,"195,757"
Holy See,2024,"792,382"
Holy See,2023,"787,424"
Holy See,2022,"782,455"
Holy See,2020,"772,506"
Holy See,2015,"743,274"
Holy See,2010,"705,516"
Holy See,2005,"663,323"
Holy See,2000,"587,207"
Holy See,1995,"527,536"
Holy See,1990,"558,442"
Holy See,1985,"484,528"
Holy See,1980,"415,257"
Holy See,1975,"352,269"
Holy See,1970,"298,894"
Holy See,1965,"255,010"
Holy See,1960,"221,266"
Holy See,1955,"196,014"
Holy See,2024,"819,594"
Holy See,2023,"813,834"
Holy See,2022,"808,726"
Holy See,2020,"797,202"
Holy See,2015,"755,031"
Holy See,2010,"747,932"
Holy See,2005,"759,709"
Holy See,2000,"759,051"
Holy See,1995,"751,689"
Holy See,1990,"747,116"
Holy See,1985,"772,671"
Holy See,1980,"778,176"
Holy See,1975,"745,590"
Holy See,1970,"705,261"
Holy See,1965,"650,207"
Holy See,1960,"571,990"
Holy See,1955,"483,316"
Holy See,2024,"867,605"
Holy See,2023,"852,075"
Holy See,2022,"836,774"
Holy See,2020,"806,166"
Holy See,2015,"730,216"
Holy See,2010,"656,024"
Holy See,2005,"592,683"
Holy See,2000,"536,758"
Holy See,1995,"483,760"
Holy See,1990,"431,119"
Holy See,1985,"375,650"
Holy See,1980,"328,328"
Holy See,1975,"280,036"
Holy See,1970,"242,351"
Holy See,1965,"214,939"
Holy See,1960,"194,852"
Holy See,1955,"177,885"
Holy See,2024,"943,072"
Holy See,2023,"936,375"
Holy See,2022,"929,766"
Holy See,2020,"920,422"
Holy See,2015,"917,200"
Holy See,2010,"905,169"
Holy See,2005,"874,923"
Holy See,2000,"832,509"
Holy See,1995,"792,246"
Holy See,1990,"780,430"
Holy See,1985,"727,461"
Holy See,1980,"644,582"
Holy See,1975,"575,804"
Holy See,1970,"527,634"
Holy See,1965,"469,010"
Holy See,1960,"401,841"
Holy See,1955,"343,693"
Holy See,2024,"989,350"
Holy See,2023,"981,796"
Holy See,2022,"974,052"
Holy See,2020,"957,822"
Holy See,2015,"922,495"
Holy See,2010,"890,130"
Holy See,2005,"833,656"
Holy See,2000,"785,424"
Holy See,1995,"725,978"
Holy See,1990,"658,992"
Holy See,1985,"599,299"
Holy See,1980,"551,674"
Holy See,1975,"515,586"
Holy See,1970,"473,925"
Holy See,1965,"427,612"
Holy See,1960,"365,994"
Holy See,1955,"301,358"
Holy See,2024,"1,152,329"
Holy See,2023,"1,136,455"
Holy See,2022,"1,120,849"
Holy See,2020,"1,090,156"
Holy See,2015,"1,006,259"
Holy See,2010,"919,199"
Holy See,2005,"830,861"
Holy See,2000,"742,033"
Holy See,1995,"629,619"
Holy See,1990,"577,173"
Holy See,1985,"400,709"
Holy See,1980,"324,121"
Holy See,1975,"208,582"
Holy See,1970,"144,379"
Holy See,1965,"108,772"
Holy See,1960,"85,940"
Holy See,1955,"72,997"
Holy See,2024,"1,222,075"
Holy See,2023,"1,210,822"
Holy See,2022,"1,201,670"
Holy See,2020,"1,180,655"
Holy See,2015,"1,133,936"
Holy See,2010,"1,099,920"
Holy See,2005,"1,071,886"
Holy See,2000,"1,030,496"
Holy See,1995,"953,573"
Holy See,1990,"854,011"
Holy See,1985,"702,400"
Holy See,1980,"598,564"
Holy See,1975,"509,535"
Holy See,1970,"442,865"
Holy See,1965,"388,317"
Holy See,1960,"345,065"
Holy See,1955,"307,078"
Holy See,2024,"1,268,467"
Holy See,2023,"1,260,138"
Holy See,2022,"1,251,488"
Holy See,2020,"1,237,537"
Holy See,2015,"1,187,280"
Holy See,2010,"1,129,686"
Holy See,2005,"1,037,062"
Holy See,2000,"948,237"
Holy See,1995,"862,418"
Holy See,1990,"788,500"
Holy See,1985,"731,664"
Holy See,1980,"679,327"
Holy See,1975,"644,982"
Holy See,1970,"640,804"
Holy See,1965,"617,345"
Holy See,1960,"585,725"
Holy See,1955,"534,125"
Holy See,2024,"1,301,978"
Holy See,2023,"1,300,557"
Holy See,2022,"1,299,469"
Holy See,2020,"1,297,828"
Holy See,2015,"1,293,153"
Holy See,2010,"1,283,330"
Holy See,2005,"1,258,048"
Holy See,2000,"1,215,930"
Holy See,1995,"1,160,207"
Holy See,1990,"1,090,290"
Holy See,1985,"1,025,769"
Holy See,1980,"954,865"
Holy See,1975,"888,292"
Holy See,1970,"830,115"
Holy See,1965,"758,628"
Holy See,1960,"676,683"
Holy See,1955,"596,866"
Holy See,2024,"1,379,883"
Holy See,2023,"1,360,596"
Holy See,2022,"1,341,296"
Holy See,2020,"1,299,995"
Holy See,2015,"1,205,813"
Holy See,2010,"1,088,486"
Holy See,2005,"969,313"
Holy See,2000,"878,360"
Holy See,1995,"819,226"
Holy See,1990,"758,106"
Holy See,1985,"682,109"
Holy See,1980,"642,224"
Holy See,1975,"600,126"
Holy See,1970,"554,021"
Holy See,1965,"507,477"
Holy See,1960,"468,573"
Holy See,1955,"437,426"
Holy See,2024,"1,319,041"
Holy See,2023,"1,322,765"
Holy See,2022,"1,326,062"
Holy See,2020,"1,329,444"
Holy See,2015,"1,314,657"
Holy See,2010,"1,331,535"
Holy See,2005,"1,354,662"
Holy See,2000,"1,396,877"
Holy See,1995,"1,452,775"
Holy See,1990,"1,570,674"
Holy See,1985,"1,525,782"
Holy See,1980,"1,476,983"
Holy See,1975,"1,424,044"
Holy See,1970,"1,361,999"
Holy See,1965,"1,292,004"
Holy See,1960,"1,218,064"
Holy See,1955,"1,168,276"
Holy See,2024,"1,498,712"
Holy See,2023,"1,485,509"
Holy See,2022,"1,472,233"
Holy See,2020,"1,477,469"
Holy See,2015,"1,362,142"
Holy See,2010,"1,213,645"
Holy See,2005,"901,921"
Holy See,2000,"711,442"
Holy See,1995,"612,934"
Holy See,1990,"517,418"
Holy See,1985,"434,375"
Holy See,1980,"362,595"
Holy See,1975,"285,116"
Holy See,1970,"222,555"
Holy See,1965,"193,012"
Holy See,1960,"160,691"
Holy See,1955,"134,865"
Holy See,2024,"1,538,200"
Holy See,2023,"1,534,937"
Holy See,2022,"1,531,044"
Holy See,2020,"1,518,147"
Holy See,2015,"1,460,177"
Holy See,2010,"1,410,296"
Holy See,2005,"1,369,075"
Holy See,2000,"1,332,203"
Holy See,1995,"1,307,822"
Holy See,1990,"1,266,518"
Holy See,1985,"1,199,785"
Holy See,1980,"1,127,852"
Holy See,1975,"1,054,017"
Holy See,1970,"988,890"
Holy See,1965,"928,462"
Holy See,1960,"847,063"
Holy See,1955,"742,576"
Holy See,2024,"1,754,993"
Holy See,2023,"1,714,671"
Holy See,2022,"1,674,908"
Holy See,2020,"1,596,049"
Holy See,2015,"1,346,973"
Holy See,2010,"1,094,524"
Holy See,2005,"864,726"
Holy See,2000,"684,977"
Holy See,1995,"560,740"
Holy See,1990,"465,549"
Holy See,1985,"378,379"
Holy See,1980,"282,509"
Holy See,1975,"283,262"
Holy See,1970,"316,955"
Holy See,1965,"295,010"
Holy See,1960,"267,351"
Holy See,1955,"245,800"
Holy See,2024,"1,810,240"
Holy See,2023,"1,830,211"
Holy See,2022,"1,850,651"
Holy See,2020,"1,897,052"
Holy See,2015,"1,991,955"
Holy See,2010,"2,101,530"
Holy See,2005,"2,233,157"
Holy See,2000,"2,392,530"
Holy See,1995,"2,570,151"
Holy See,1990,"2,689,391"
Holy See,1985,"2,655,104"
Holy See,1980,"2,572,037"
Holy See,1975,"2,492,528"
Holy See,1970,"2,397,414"
Holy See,1965,"2,287,805"
Holy See,1960,"2,154,251"
Holy See,1955,"2,032,505"
Holy See,2024,"2,118,965"
Holy See,2023,"2,119,675"
Holy See,2022,"2,119,844"
Holy See,2020,"2,117,641"
Holy See,2015,"2,080,862"
Holy See,2010,"2,057,287"
Holy See,2005,"2,004,778"
Holy See,2000,"1,984,339"
Holy See,1995,"1,991,106"
Holy See,1990,"1,986,024"
Holy See,1985,"1,952,518"
Holy See,1980,"1,901,570"
Holy See,1975,"1,817,044"
Holy See,1970,"1,741,286"
Holy See,1965,"1,669,453"
Holy See,1960,"1,599,571"
Holy See,1955,"1,521,772"
Holy See,2024,"2,197,149"
Holy See,2023,"2,150,842"
Holy See,2022,"2,105,566"
Holy See,2020,"2,015,828"
Holy See,2015,"1,788,919"
Holy See,2010,"1,567,220"
Holy See,2005,"1,379,713"
Holy See,2000,"1,230,849"
Holy See,1995,"1,117,222"
Holy See,1990,"973,551"
Holy See,1985,"900,088"
Holy See,1980,"831,462"
Holy See,1975,"659,635"
Holy See,1970,"591,663"
Holy See,1965,"577,638"
Holy See,1960,"577,933"
Holy See,1955,"563,713"
Holy See,2024,"2,484,557"
Holy See,2023,"2,436,566"
Holy See,2022,"2,388,992"
Holy See,2020,"2,292,573"
Holy See,2015,"2,028,517"
Holy See,2010,"1,711,105"
Holy See,2005,"1,458,353"
Holy See,2000,"1,272,935"
Holy See,1995,"1,121,964"
Holy See,1990,"983,028"
Holy See,1985,"856,482"
Holy See,1980,"749,078"
Holy See,1975,"663,340"
Holy See,1970,"597,192"
Holy See,1965,"547,535"
Holy See,1960,"513,340"
Holy See,1955,"489,459"
Holy See,2024,"2,356,083"
Holy See,2023,"2,330,318"
Holy See,2022,"2,305,825"
Holy See,2020,"2,254,100"
Holy See,2015,"2,118,521"
Holy See,2010,"2,022,747"
Holy See,2005,"1,977,424"
Holy See,2000,"1,998,630"
Holy See,1995,"1,934,079"
Holy See,1990,"1,798,997"
Holy See,1985,"1,616,697"
Holy See,1980,"1,407,672"
Holy See,1975,"1,216,180"
Holy See,1970,"1,023,481"
Holy See,1965,"860,220"
Holy See,1960,"737,838"
Holy See,1955,"641,361"
Holy See,2024,"2,645,805"
Holy See,2023,"2,604,172"
Holy See,2022,"2,567,012"
Holy See,2020,"2,489,098"
Holy See,2015,"2,282,704"
Holy See,2010,"2,099,271"
Holy See,2005,"1,962,865"
Holy See,2000,"1,819,141"
Holy See,1995,"1,605,370"
Holy See,1990,"1,369,011"
Holy See,1985,"1,093,311"
Holy See,1980,"975,994"
Holy See,1975,"876,572"
Holy See,1970,"754,467"
Holy See,1965,"657,887"
Holy See,1960,"590,181"
Holy See,1955,"547,430"
Holy See,2024,"2,082,706"
Holy See,2023,"2,085,679"
Holy See,2022,"2,093,599"
Holy See,2020,"2,111,072"
Holy See,2015,"2,107,962"
Holy See,2010,"2,093,828"
Holy See,2005,"2,078,662"
Holy See,2000,"2,037,936"
Holy See,1995,"1,983,964"
Holy See,1990,"2,044,174"
Holy See,1985,"2,001,504"
Holy See,1980,"1,907,023"
Holy See,1975,"1,774,013"
Holy See,1970,"1,656,783"
Holy See,1965,"1,547,982"
Holy See,1960,"1,462,368"
Holy See,1955,"1,379,140"
Holy See,2024,"2,737,061"
Holy See,2023,"2,716,391"
Holy See,2022,"2,695,122"
Holy See,2020,"2,760,385"
Holy See,2015,"2,414,573"
